7.6,9.81
7.6,9.734
7.6,9.734
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.734
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
7.6,9.81
3.8,6.01
3.8,5.934
3.8,6.01
3.8,6.01
3.8,6.01
3.8,6.01
3.8,6.01
3.8,6.01
3.8,6.01
3.8,6.01
3.8,6.01
3.8,5.934
3.8,6.01
3.8,6.01
3.8,6.01
3.8,6.01
3.8,6.01
3.8,6.01
3.8,6.01
3.8,6.01
3.8,6.01
3.8,6.01
3.8,6.01
3.8,5.934
3.8,5.934
3.8,6.01
3.8,6.01
3.8,6.01
3.8,6.01
3.8,6.01
3.8,5.934
0,2.21
0,2.134
0,2.21
0,2.21
0,2.134
0,2.134
0,2.21
0,2.21
0,2.21
0,2.21
0,2.21
0,2.21
0,2.21
0,2.21
0,2.21
0,2.21
0,2.134
0,2.21
0,2.21
0,2.134
0,2.21
0,2.21
0,2.21
0,2.21
0,2.21
0,2.21
0,2.21
0,2.21
0,2.21
0,2.21
0,2.21
0,2.21
0,2.21
0,2.21
0,2.134
0,2.134
0,2.134
0,2.134
